task,cell,variant,repeat_id,fold_id,outer_split_signature,ik,y,d0_intercept,p_c0,p_d0,p_c1,p_d1
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,CEUORZQYGODEFX,0.0,-1.8558511198679783,0.16600674132506005,0.030176575484358197,0.1660067376789232,0.03017657506908979
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,FHFYDNQZQSQIAI,0.0,-1.8558511198679783,0.3308999240168886,0.07175962221104515,0.3308999230762465,0.07175962189931465
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,HCRKCZRJWPKOAR,0.0,-1.8558511198679783,0.22813780612334109,0.044162694911455434,0.22813780644385245,0.044162694950357066
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,HGBLNBBNRORJKI,0.0,-1.8558511198679783,0.18209111576674,0.03363108528872215,0.18209111667885217,0.03363108550014947
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,HNJJXZKZRAWDPF,0.0,-1.8558511198679783,0.21464844626001583,0.04097397824964333,0.21464844666754032,0.04097397815510881
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,HSHGZXNAXBPPDL,0.0,-1.8558511198679783,0.14126724392117462,0.025070936660753846,0.14126724362905002,0.025070936684989605
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,HXHWSAZORRCQMX,0.0,-1.8558511198679783,0.2055423868513378,0.03887106293163377,0.20554238774937086,0.038871063267721606
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,IENZQIKPVFGBNW,0.0,-1.8558511198679783,0.2329060756490756,0.04531146274725613,0.2329060763007264,0.04531146304457439
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,IMZMKUWMOSJXDT,0.0,-1.8558511198679783,0.4452997973146392,0.11149790983925638,0.4452997977144198,0.111497909985784
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,IQPSEEYGBUAQFF,0.0,-1.8558511198679783,0.17842769766327887,0.03283457096975937,0.1784276985292308,0.032834571157409995
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,IXORZMNAPKEEDV,0.0,-1.8558511198679783,0.31055846692439715,0.06578216817491245,0.31055846798463305,0.06578216839277155
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,JBDGDEWWOUBZPM,0.0,-1.8558511198679783,0.184589288160366,0.034177591868473516,0.18458928821754797,0.03417759204018749
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,JGPJQFOROWSRRS,0.0,-1.8558511198679783,0.17538969144530658,0.03217841924460012,0.17538969200146035,0.032178419381176084
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,JLICHNCFTLFZJN,0.0,-1.8558511198679783,0.17643647137184254,0.03240405761797994,0.17643647120016276,0.03240405778041599
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,JSDRRTOADPPCHY,0.0,-1.8558511198679783,0.15619126210981352,0.0281215193732177,0.1561912623096421,0.028121519487727658
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,JUUFBMODXQKSTD,0.0,-1.8558511198679783,0.19962252470908548,0.037524795603125764,0.1996225255291281,0.03752479585793301
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,KEEYRKYKLYARHO,0.0,-1.8558511198679783,0.23923260779451816,0.04685352086467937,0.23923260565056864,0.046853520742182964
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,KNAHARQHSZJURB,0.0,-1.8558511198679783,0.16402028211011854,0.029757484380612213,0.16402028241538347,0.02975748437549547
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,LCTZPQRFOZKZNK,0.0,-1.8558511198679783,0.17193398723315223,0.03143683551540589,0.17193398709887867,0.03143683490760193
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,LNEPOXFFQSENCJ,0.0,-1.8558511198679783,0.1440096739358032,0.02562495218972365,0.14400967269561946,0.025624952089600483
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,MINDHVHHQZYEEK,0.0,-1.8558511198679783,0.2534435552531404,0.05039370480394297,0.2534435556116087,0.050393704923941095
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,MJIHNNLFOKEZEW,0.0,-1.8558511198679783,0.3688008618990446,0.08369149877329084,0.3688008638840838,0.08369149948112262
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,MNSCVRXKDINXEY,0.0,-1.8558511198679783,0.18982533597138615,0.0353319426684812,0.18982533560134504,0.03533194263519334
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,MWLSOWXNZPKENC,1.0,-1.8558511198679783,0.2821285123414767,0.057879004921231963,0.28212851010057927,0.057879004326027855
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,NHUHCSRWZMLRLA,0.0,-1.8558511198679783,0.14290859135711945,0.025402165321611395,0.1429085918536887,0.025402165437183634
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,NUHPODZZKHQQET,0.0,-1.8558511198679783,0.16134961888689647,0.029196606745817418,0.16134961844202145,0.029196606475346006
NR-PPAR-gamma,HT29,standardized,0,0,f0665c9ddc835c91e1d2f197dba00eaad1bca8dc856d51ac4377e57b5d0ad817,OBWGMKKHCLHVIE,0.0,-1.8558511198679783,0.16779265382670042,0.030554753385003547,0.16779265315451056,0.03055475325774266
