task,cell,variant,repeat_id,fold_id,outer_split_signature,ik,y,d0_intercept,p_c0,p_d0,p_c1,p_d1
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GGUSQTSTQSHJAH,0.0,-2.2602689939880167,0.24768768502088417,0.033206094192541044,0.2256235076739992,0.03320609424599462
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GKTWGGQPFAXNFI,1.0,-2.2602689939880167,0.2876297150555592,0.04041914999699429,0.26762221471125375,0.040419150329435695
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GMVPRGQOIOIIMI,0.0,-2.2602689939880167,0.4164647597617833,0.0692948464480286,0.35972002794648217,0.06929484623041146
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GPXLMGHLHQJAGZ,0.0,-2.2602689939880167,0.31347277053513095,0.04546843416229437,0.264470479178858,0.04546843419858298
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GSNOZLZNQMLSKJ,0.0,-2.2602689939880167,0.2264242462999468,0.02963022773356607,0.17195048209834357,0.029630227603948237
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,GXDALQBWZGODGZ,0.0,-2.2602689939880167,0.25723604074270146,0.03486941961584104,0.1785097784414887,0.034869419622650326
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HAPOVYFOVVWLRS,0.0,-2.2602689939880167,0.24429157446037328,0.03262327133870043,0.24510987085484767,0.03262327122444231
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HCRKCZRJWPKOAR,0.0,-2.2602689939880167,0.2349898928395235,0.031049959893018637,0.1884031257175888,0.03104995961430537
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HJMQDJPMQIHLPB,0.0,-2.2602689939880167,0.30049994324571716,0.04289379013136841,0.31571797590914225,0.04289379008328131
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HPMRFMKYPGXPEP,0.0,-2.2602689939880167,0.24944364117803844,0.03350923293903874,0.18637171365004768,0.03350923323142342
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HUCJFAOMUPXHDK,0.0,-2.2602689939880167,0.2763381677301559,0.038310492255726476,0.28171555758916367,0.03831049191185121
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HWXIGFIVGWUZAO,0.0,-2.2602689939880167,0.29525074477370716,0.041875127180624805,0.34299887003957225,0.04187512738046295
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,HYWYRSMBCFDLJT,0.0,-2.2602689939880167,0.3000242160603328,0.04280093043692669,0.27759905855764183,0.04280093001028908
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,ICKFFNBDFNZJSX,0.0,-2.2602689939880167,0.23687720024223713,0.031366493307471606,0.30091636983388287,0.03136649321483285
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,IFFPICMESYHZPQ,0.0,-2.2602689939880167,0.288419021500556,0.04056870075756868,0.1349287072521615,0.04056870087486845
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,IMWZZHHPURKASS,0.0,-2.2602689939880167,0.2973370666954091,0.04227843689232478,0.2591229070685707,0.04227843716603529
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,IOYZYMQFUSNATM,0.0,-2.2602689939880167,0.24152432384522804,0.03215171548623504,0.09650886248386266,0.032151715172067726
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,ISWRGOKTTBVCFA,0.0,-2.2602689939880167,0.3269410468307006,0.0482309239261821,0.21365365542545747,0.04823092409206959
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,IWVRVEIKCBFZNF,0.0,-2.2602689939880167,0.35690792139198346,0.054728940045491274,0.31496104139934017,0.05472893990025658
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JBDGDEWWOUBZPM,0.0,-2.2602689939880167,0.2756035815808924,0.03817527278314213,0.23111123492703495,0.038175272355278685
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JIVZKJJQOZQXQB,0.0,-2.2602689939880167,0.21837850732581604,0.028321334653254086,0.2111574200273901,0.028321334704416095
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JLGKQTAYUIMGRK,0.0,-2.2602689939880167,0.37044104576774006,0.057834569829591,0.34213381287073047,0.0578345697133568
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JOHZPMXAZQZXHR,0.0,-2.2602689939880167,0.35316904611314304,0.05389034458294136,0.35330426117663183,0.0538903447216667
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JSWZEAMFRNKZNL,0.0,-2.2602689939880167,0.28674662806675827,0.0402521677820252,0.1457984224430175,0.040252168035575894
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JUUFBMODXQKSTD,0.0,-2.2602689939880167,0.2991436803327767,0.042629339240295425,0.1734816815474782,0.04262933916831175
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JWCSIUVGFCSJCK,0.0,-2.2602689939880167,0.3339291612751602,0.049701730829178475,0.3560413202672268,0.04970173092489973
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,JZRWCGZRTZMZEH,0.0,-2.2602689939880167,0.25644682693025056,0.03473053820645356,0.18852377080162208,0.034730538460123646
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,KJFMBFZCATUALV,1.0,-2.2602689939880167,0.544417794009253,0.11084603798896629,0.5888127288535792,0.11084603809295383
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,KMPWYEUPVWOPIM,0.0,-2.2602689939880167,0.2865718839495485,0.0402191676733281,0.21285127948882396,0.040219167587462766
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,KTUFNOKKBVMGRW,0.0,-2.2602689939880167,0.28400732977455234,0.03973644994899719,0.30185935262421143,0.0397364501902978
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,KZNIFHPLKGYRTM,1.0,-2.2602689939880167,0.4033280912333053,0.0658728597374861,0.5911668521797578,0.06587286034173936
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,LEQAKWQJCITZNK,0.0,-2.2602689939880167,0.37606718877607753,0.05915908685515136,0.4108080755794891,0.059159086837165566
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,LMEKQMALGUDUQG,0.0,-2.2602689939880167,0.3274100548833536,0.04832882173654265,0.3132703328877773,0.048328821627855005
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,LOUPRKONTZGTKE,0.0,-2.2602689939880167,0.3429925073295384,0.05164890390984187,0.3074428373955246,0.05164890384280495
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,LQOLIRLGBULYKD,0.0,-2.2602689939880167,0.2958222941826092,0.04198541023076134,0.34073067408288243,0.04198541013786239
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MAEIEVLCKWDQJH,0.0,-2.2602689939880167,0.2778869792010829,0.03859636713746075,0.2289582100634769,0.03859636714899672
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MBUVEWMHONZEQD,0.0,-2.2602689939880167,0.2752637353962428,0.038112795254116975,0.267240873905181,0.03811279561159054
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MHWLWQUZZRMNGJ,0.0,-2.2602689939880167,0.3469802345378349,0.05252015948383999,0.3612724363759081,0.0525201596568257
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MNJVRJDLRVPLFE,0.0,-2.2602689939880167,0.33606783053377953,0.05015712644986794,0.3559418029294681,0.05015712651182094
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MRBDMNSDAVCSSF,0.0,-2.2602689939880167,0.315839804879941,0.04594720681939608,0.27106128075274744,0.04594720655009649
NR-ER-LBD,MCF7,residualized,0,0,5df76de899e70012c1b69fe20a98ede333f9361bef92ff894ee40c354e6b0385,MWYHLEQJTQJHSS,0.0,-2.2602689939880167,0.35385598982374344,0.05404380316592714,0.3345174300071805,0.054043803389052604
